	chr2:113468533-113468682	chr2:113468683-113468782	chr2:113468783-113468832	chr2:113468833-113468982	chr2:113468983-113469062	chr2:113469063-113469132	chr2:113469133-113469282	chr2:113469283-113469432	chr2:113469433-113469522	chr2:113469523-113469582	chr2:113469583-113469732	chr2:113469733-113469882	chr2:113469883-113469942	chr2:113469943-113470032	chr2:113470033-113470182	chr2:113470183-113470312	chr2:113470313-113470332	chr2:113470333-113470352	chr2:113470353-113470482	chr2:113470483-113470572	chr2:113470573-113470632	chr2:113470633-113470782	chr2:113470783-113470822	chr2:113470823-113470932	chr2:113470933-113471082	chr2:113471083-113471152	chr2:113471153-113471232	chr2:113471233-113471382	chr2:113471383-113471532	chr2:113471533-113471582	chr2:113471583-113471682	chr2:113471683-113471752	chr2:113471753-113471832	chr2:113471833-113471912	chr2:113471913-113471982	chr2:113471983-113472072	chr2:113472073-113472132	chr2:113472133-113472282	chr2:113472283-113472432	chr2:113472433-113472512	chr2:113472513-113472542	chr2:113472543-113472582	chr2:113472583-113472732	chr2:113472733-113472762	chr2:113472763-113472882	chr2:113472883-113473032	chr2:113473033-113473182	chr2:113473183-113473332	chr2:113473333-113473482	chr2:113473483-113473589	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.2e0a4cf7-9d6b-4b90-9eb6-636b61ae48d8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.641618
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.6dc10c5d-c31d-41e0-b93a-1f02c86942e4.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.708827
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.10076c7e-f79e-4b00-a93b-8c94fb34535f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.597101
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.255a9279-9bfd-4bf8-bbb4-56dd958d45f6.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529691
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003847.4.6766be7e-7a8e-4df0-9a81-95d754bf6fc1.fc.signal	0.332439	0	0	0	0	0	0	0	0	0	0	0	0	0.0532756	0.215766	0.23974	0.179805	0	0	0	0	0	0	0	0	0	0.0779155	0.896628	0.0207775	0	0	0	0	0	0.195217	0.23974	0.247731	0.145442	0	0	0	0	0	0	0	0	0	0	0	0	0.331197
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003817.1.69d9ebdf-0f23-4c5e-8a37-c8d2e360479a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044394	0.146435	0.123633	0.09513	0.005436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10992
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.99b27424-8cc1-4279-877c-81e486b3d19a.fc.signal	0	0	0	0	0	0	0.165016	0.12354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366162	0.284137	0.13534	0.00631587	0.0721813	0.213733	0.175888	0.0599363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.701452
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000343.2.b68d835c-6f29-47d9-bc6d-a2a56a000741.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0910052	0.41366	0.347474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457895
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.08c7f8f1-8d33-4b78-a437-57675e0cb0f4.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117638	0.142625	0.230729	0.253076	0.136212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.871605
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001025.7.b74fcffa-6769-49b3-a5e1-d1a14d1711c8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.637736
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001909.1.ab48306f-f7ee-424c-9e95-3a171d465667.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217295	0.741707	0.0405617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347826
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.58100d32-de3d-456a-a280-51cbf3f744ab.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.170811	0.19709	0.279868	0.19709	0.19709	0.147817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0221726	0.374471	0.39418	0.39418	0.102487	0	0	0	0	0	0	0	0	0	0	0	0	0.924731
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.46c364bd-3681-415b-98c9-6847142e383a.fc.signal	0	0	0	0	0	0	0.466435	0.240285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186782
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.dec25b9b-6df6-4939-9e00-5325f2277db2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181775	0.24113	0.24113	0.345001	0.24113	0.24113	0.0257205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.770909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.f8ce3430-b2fd-414a-9546-9bea993d3d31.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.626667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001878.2.c83ba750-10c0-4b5c-a8d5-15d9d1070487.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250923
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.44bc2162-d439-4783-8b4b-4e76b31501ad.fc.signal	0	0	0	0	0	0	0.65402	0.355819	0.0600867	0	0	0	0	0.140259	0.399125	0.192753	0.18026	0.171247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036052	0.541046	0.63523	0.300547	0.272913	0	0	0	0	0.275334	0.32462	0.0105152	0	0	0	0	0	0.731834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000942.6.a17b3eb5-1248-4c56-a9b9-a415748c2b58.fc.signal	0	0	0	0	0	0	0.674624	0.042496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210526
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.83ea03d7-6e78-47ac-9ea3-4d33b074e7dd.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.627999	0.64647	0.021549	0	0	0	0	0	0.525796	0.64647	0.043098	0	0	0	0	0	0.402685
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000260.2.fa7fb671-7543-43ee-b03b-da981bbc7a9b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.752573	0.315364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305147
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.1fd6b31e-ead4-4fb6-96e7-e6c055ca09bb.fc.signal	0	0	0	0	0	0	0.657115	0.252737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265374	0.75821	0.0101095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.816822
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003812.1.3eaee204-4355-40f7-82b3-c8709fa3a29d.fc.signal	0.285378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307335	0.20489	0.0751263	0.20489	0.20489	0.0259527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901961
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.87ad0368-7e23-42e2-862b-00c0d1fef2ce.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0959542	0.47975	0	0	0	0	0	0	0	0	0	0	0	0.133127	0.197699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717138
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.49d57242-0349-4448-9479-911cd2c363c1.fc.signal	0.583508	0.0244923	0	0	0	0.0766117	1.1119	0.207513	0.0725698	0	0	0.115852	0.0660603	0.402739	0.205918	0.11663	0.0641465	0	0	0	0	0	0	0	0	0	0.0640992	0.198896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813514
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.279b9afd-b79a-4c0b-b848-c635b99df0f3.fc.signal	0	0	0	0	0	0	0.186006	0.460312	0.13694	0	0	0	0.247989	0.46496	0.350274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.550193
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001012.4.ceb637d9-2ce3-4213-9dcd-4173dd734e28.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001956.2.98baf052-40a0-482d-b546-3f729875aa39.fc.signal	0.188562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892595
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.428318a7-43f4-48e5-9009-6a279ba6c4eb.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.279f4a2c-97fc-4d8a-b4ce-6af8c2361f88.fc.signal	0	0	0	0	0.101739	0.298496	0.398785	0.0244565	0	0	0	0	0.0904343	0.563714	0.480711	0.0809773	0	0	0	0	0	0	0.00398975	0.384375	0.333957	0	0	0	0.173332	0.31899	0.0430855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223443
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000718.3.3cf6cab8-5a06-44c2-b745-b249948e89e2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434514	0.631291	0.304755	0.923789	0.414277	0	0	0	0.904742	0.777761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198198
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.16fe48e6-bb3e-487a-8565-bd4680bfb7cf.fc.signal	0.0755272	0.15107	0.120833	0.00442983	0	0	0	0	0	0	0	0	0	0	0.215453	0.244412	0.015094	0	0	0	0	0	0	0	0	0.00323443	0.128767	0.235404	0.114217	0.0256598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501018
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003687.3.3ddc9025-2dad-4ae4-abfd-7b9504bedc61.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212448	0.0896827	0	0	0	0	0	0	0.0427488	0.223283	0.115033	0	0.0330331	0.238357	0.034199	0	0	0	0	0	0	0	0	0	0	0	0	0.159336	0.247684	0	0	0	0	0	0	0	0.416422
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.0fb1e686-4f1c-4706-b5f2-84ac84a9ffd9.fc.signal	0.842596	0.458197	0.143952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154517	0.455439	0.653283	0.02808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440092
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.1fb16ad5-9469-4e3d-8b91-c2d692d318b3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529313	0.72179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.685701	0.72179	0.72179	0.112278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446043
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.dc1c3cb6-a39e-4f93-b860-65238212598d.fc.signal	0.0262919	0	0	0	0	0.00675729	0.505759	0.121971	0	0	0	0	0.063068	0.238306	0.478431	0.334916	0.0709855	0	0	0	0	0	0	0	0	0.146415	0.54019	0.274429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.865937
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.9288c3da-b959-4677-8b20-db92036ed803.fc.signal	0	0	0	0	0	0	0.2352	0.1428	0	0	0	0	0.077	0.727891	0.666291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256667	0.42	0.056	0	0	0	0	0	0	0	0	0	0	0	0	0.878758
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.124af268-a818-4305-aa8a-49d899ed859c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678797
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.260e3e1c-de41-442c-b2e6-f3725a4bad2c.fc.signal	0.093255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0329504	0.09519	0.09519	0.13102	0.09519	0.09519	0.100891	0.22357	0.22833	0.100855	0.09519	0.09519	0.03173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0569476
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004602.2.39c1560e-774f-4bff-84aa-a2713d387a09.fc.signal	0.0990425	0.318358	0.19294	0.0102901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0343004	0.305494	0.243109	0	0	0	0	0.286899	0.225526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000246.3.71368893-79b1-4e8f-94b0-a1f322351c50.fc.signal	0	0	0	0	0	0	0.110477	0.402527	0.218922	0	0	0	0	0.0112433	0.354764	0.32997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.629091
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.9e057db0-12a8-4506-8d1c-dcb4b250c1de.fc.signal	0	0	0	0	0	0	0.153746	0.172869	0	0	0	0	0	0	0.144999	0.205923	0.02389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217949
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001900.1.2fed605f-5556-495f-a3dc-996f1c618e91.fc.signal	0.0458664	0.07908	0.0601008	0.0637912	0.07908	0.031632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000647018	0.0881324	0.15829	0.108784	0.0168704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168317
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.0baab4a8-a829-4c43-b8f6-5a3994be9e01.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001022.4.3ac2b187-51fd-4412-820f-81fb8b5a3122.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53125
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001888.4.4c779d5c-81a6-4492-a2ab-32ef5f8f70d0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48745	0.406208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.754237
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.5545bcc7-1d10-4b9f-b8ab-ad8d845f8fcc.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.011797	0.577926	0.309017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185366
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.b6f7e119-ff00-43c1-b8c9-a6de8420c8f5.fc.signal	0.0896863	0.0171955	0	0	0	0	0.174806	0.0276705	0	0	0	0	0	0.0517389	0.177498	0.170522	0.156882	0.10115	0.0163396	0	0.0792342	0.118714	0.10115	0.0340232	0.0896911	0.131549	0.0960925	0.195728	0.00674693	0	0	0	0	0.0278162	0.182214	0.166452	0.00674333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.951311
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004609.2.33d21ea8-28ff-4f08-83bc-ecd68e8e31f9.fc.signal	0.164252	0.274138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00433775	0.452722	0.526355	0.052053	0.296418	0.313261	0.0277616	0	0	0	0	0.195195	0.34701	0.13495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.767751
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003715.2.f452847b-856b-4b4d-bec4-906e8d705518.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237335	0.326822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.d88042e4-1601-46b6-a41f-552182f8a102.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195657	0.33809	0.138109	0	0	0	0	0	0.176968	0.33809	0.131053	0	0	0	0	0	0.543408
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001246.1.ca6ad4db-8b69-4438-9417-122ebb14df0b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0660011	0.31936	0.185229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21547
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.476846c8-9a98-404a-a2ae-8e077ecdcc70.fc.signal	0.0810054	0.20251	0.139735	0.00742573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0720071	0.160322	0.15256	0.26589	0.415284	0.328142	0.476035	0.50641	0.164743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472603
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.0d9403d3-7c49-45ef-b733-64b963da6a93.fc.signal	0.339573	0.10187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209565	0.40749	0.0916911	0	0	0	0	0	0.0764025	0.36674	0.316934	0.0135827	0	0	0	0	0	0	0	0	0	0	0	0	0	0.463235
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000229.3.d50d886e-de20-4390-91ea-79449d21afd2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224761	0.4379	0.352121	0.0335631	0	0	0	0	0.625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000013.3.c56fb850-5356-4ade-95b8-b00dc069d5ee.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.512397
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000348.2.8ffe2ec7-cebe-4b75-9981-ce6939da93e1.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418016	0.93433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664557
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004728.1.eff029f0-bac1-4b6d-a8ef-a052fc08bb40.fc.signal	0	0	0	0	0	0	0.235439	0.107664	0	0	0	0	0	0.00788756	0.178653	0.17747	0.0443675	0	0	0	0	0	0	0	0	0	0	0.197579	0.145522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844618
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.fc540a64-f107-4a30-90f0-2351f9514fe6.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0972	0.3888	0.05184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.d00e3808-9f0e-482a-82e8-0b81806ce822.fc.signal	0	0	0	0.0193668	0.223929	0.32278	0.331388	0.153858	0	0	0	0	0	0	0	0	0	0	0	0.132698	0.314711	0.181833	0	0	0	0	0.250155	0.25392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196296
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.6340c768-b60c-43ff-84dd-c55bbe817516.fc.signal	0	0	0	0	0	0.00587786	0.251442	0.0201153	0	0	0	0	0	0.208773	0.149036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152824	0.2743	0.096005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942833
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004604.3.2060b949-a0ba-4eb6-9071-42320bc08233.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158732	0.731297	0.223653	0	0	0	0	0	0	0.261425	0.846562	0.329942	0	0	0	0.221109	0.51026	0.178586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001508.1.3ff79a1c-fa56-40ee-8e45-af67644a868b.fc.signal	0.312914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293357	0.466178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0963855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.ba41b0a8-afb1-412a-b955-efd4cd4011d5.fc.signal	0.263942	0.0230295	0	0	0	0	0	0	0	0	0	0	0	0.141589	0.0685767	0.134634	0.15353	0.122824	0	0	0	0	0	0	0	0	0	0.180039	0.126846	0	0	0	0.111309	0.289628	0.27621	0.219982	0.194423	0.061412	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.b9dbaad9-2938-4b18-847c-4c3a725caa30.fc.signal	0	0	0	0	0	0	0.152989	0.609734	0.335293	0	0	0	0.15718	0.287737	0.389198	0.279009	0.14257	0.014257	0	0	0	0	0	0	0.214813	0.31436	0.225946	0	0.170802	0.31436	0.306501	0.00449086	0.15718	0.418436	0.62859	0.453979	0.227911	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.68531edc-00be-43f4-8cc7-5aba8c5c337a.fc.signal	0	0	0	0	0	0	0.538443	0.059827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849454
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.28974330-5516-4453-9680-5e36e5a6f76f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0352472	0.196262	0.180578	0.114201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.98dee4c6-4d34-480a-a6be-9b7ab769fa23.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.686825
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.66a40f9f-6ca2-4937-819f-50fcd48c0ff1.fc.signal	0.128767	0	0	0	0	0	0.173878	0.3864	0.182464	0	0	0.0489313	0.373517	0.3864	0.239554	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991503	0.220205	0.3864	0.284254	0.19315	0.00724312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.784521
