Event,Event type,Total Amount of IHEC Entries,Amount Segments total,Amount Significant Segments Spearman,Upstream,Overlapping Upstream Adjacent,Overlapping Upstream Adjacent + RoI,Overlapping Total Up-Down,Overlapping Downstream Adjacent + RoI,Overlapping Downstream Adjacent,Downstream,Overlap General,Significant Segments Spearman,Class,Rest,Sum
000000000000655_ENSG00000198836.9_SE:chr3:193618936-193626092:193626202-193631612:+_H3K9me3.txt,SE,343,35,6,0,2,1,0,0,3,0,0,"['chr3:193623742-193623891', 'chr3:193623892-193624041', 'chr3:193625992-193626141', 'chr3:193626292-193626441', 'chr3:193626742-193626891', 'chr3:193627492-193627641']",H3K9me3,0.0,6.0
000000000000541_ENSG00000170423.12_SE:chr12:52839372-52839453:52839487-52839764:-_H3K9me3.txt,SE,17,59,0,0,0,0,0,0,0,0,0,[],H3K9me3,0.0,0.0
000000000000533_ENSG00000170088.13_SE:chr4:165103096-165111649:165111679-165112747:-_H3K9me3.txt,SE,279,34,3,0,3,0,0,0,0,0,0,"['chr4:165110349-165110498', 'chr4:165110499-165110648', 'chr4:165110649-165110798']",H3K9me3,0.0,3.0
000000000000121_ENSG00000102908.20_SE:chr16:69626528-69646517:69646578-69647028:+_H3K9me3.txt,SE,339,34,5,0,2,0,0,0,2,1,0,"['chr16:69645667-69645816', 'chr16:69646267-69646416', 'chr16:69646717-69646866', 'chr16:69647017-69647166', 'chr16:69647317-69647466']",H3K9me3,0.0,5.0
000000000000521_ENSG00000168490.13_SE:chr8:22228386-22228788:22228909-22231796:-_H3K9me3.txt,SE,53,43,2,1,0,0,0,0,1,0,0,"['chr8:22226438-22226587', 'chr8:22230288-22230337']",H3K9me3,0.0,2.0
000000000000028_ENSG00000033122.18_SE:chr1:69678478-69716142:69716218-69760191:+_H3K9me3.txt,SE,31,45,5,0,0,0,0,0,5,0,0,"['chr1:69716792-69716871', 'chr1:69716872-69716941', 'chr1:69717392-69717541', 'chr1:69717542-69717691', 'chr1:69718592-69718718']",H3K9me3,0.0,5.0
000000000000069_ENSG00000079385.21_SE:chr19:42510920-42511576:42511628-42512350:-_H3K9me3.txt,SE,166,34,12,7,0,1,0,0,0,4,0,"['chr19:42509076-42509225', 'chr19:42509226-42509375', 'chr19:42509676-42509825', 'chr19:42509826-42509975', 'chr19:42509976-42510125', 'chr19:42510576-42510725', 'chr19:42510726-42510875', 'chr19:42511476-42511625', 'chr19:42512976-42513125', 'chr19:42513126-42513275', 'chr19:42513276-42513425', 'chr19:42513426-42513575']",H3K9me3,0.0,12.0
000000000000238_ENSG00000122591.11_SE:chr7:22984045-22991061:22991139-23013925:-_H3K9me3.txt,SE,315,34,18,0,4,1,0,1,12,0,0,"['chr7:22988561-22988710', 'chr7:22989461-22989610', 'chr7:22990511-22990660', 'chr7:22990811-22990960', 'chr7:22990961-22991110', 'chr7:22991111-22991260', 'chr7:22991261-22991410', 'chr7:22991411-22991560', 'chr7:22991561-22991710', 'chr7:22991711-22991860', 'chr7:22991861-22992010', 'chr7:22992011-22992160', 'chr7:22992161-22992310', 'chr7:22992311-22992460', 'chr7:22992461-22992610', 'chr7:22992611-22992760', 'chr7:22993211-22993360', 'chr7:22993361-22993510']",H3K9me3,0.0,18.0
000000000000356_ENSG00000143458.11_SE:chr1:151098002-151103562:151103675-151107037:+_H3K9me3.txt,SE,303,36,5,0,1,0,0,0,4,0,0,"['chr1:151101662-151101811', 'chr1:151103762-151103911', 'chr1:151104812-151104961', 'chr1:151104962-151105111', 'chr1:151106012-151106161']",H3K9me3,0.0,5.0
000000000000073_ENSG00000082212.12_SE:chr18:50879308-50895809:50895928-50908063:+_H3K9me3.txt,SE,340,35,10,0,5,1,0,1,3,0,0,"['chr18:50893759-50893908', 'chr18:50893909-50894058', 'chr18:50895109-50895258', 'chr18:50895259-50895408', 'chr18:50895409-50895558', 'chr18:50895709-50895858', 'chr18:50895859-50896008', 'chr18:50896009-50896158', 'chr18:50898109-50898258', 'chr18:50898259-50898408']",H3K9me3,0.0,10.0
000000000000295_ENSG00000135317.12_SE:chr6:85536924-85538838:85538864-85541985:-_H3K9me3.txt,SE,354,34,2,0,1,0,0,0,1,0,0,"['chr6:85537988-85538137', 'chr6:85540088-85540237']",H3K9me3,0.0,2.0
000000000000199_ENSG00000112983.17_SE:chr5:138157267-138159555:138159599-138160069:-_H3K9me3.txt,SE,340,34,1,0,0,0,0,0,0,1,0,['chr5:138160205-138160354'],H3K9me3,0.0,1.0
000000000000118_ENSG00000101605.12_RI:chr18:3149145:3149172-3149174:3149201:-_H3K9me3.txt,RI,101,37,7,5,0,0,0,0,0,2,0,"['chr18:3146822-3146971', 'chr18:3147722-3147871', 'chr18:3147872-3148021', 'chr18:3148022-3148171', 'chr18:3148622-3148771', 'chr18:3151172-3151321', 'chr18:3151322-3151471']",H3K9me3,0.0,7.0
000000000000079_ENSG00000085733.15_SE:chr11:70420510-70421470:70421580-70422940:+_H3K9me3.txt,SE,225,35,32,7,6,1,0,1,9,8,0,"['chr11:70419420-70419569', 'chr11:70419570-70419719', 'chr11:70419720-70419869', 'chr11:70419870-70420019', 'chr11:70420020-70420169', 'chr11:70420170-70420319', 'chr11:70420320-70420469', 'chr11:70420470-70420619', 'chr11:70420620-70420769', 'chr11:70420770-70420919', 'chr11:70420920-70421069', 'chr11:70421070-70421219', 'chr11:70421220-70421369', 'chr11:70421370-70421519', 'chr11:70421520-70421669', 'chr11:70421670-70421819', 'chr11:70421820-70421969', 'chr11:70421970-70422119', 'chr11:70422120-70422269', 'chr11:70422270-70422419', 'chr11:70422420-70422569', 'chr11:70422570-70422719', 'chr11:70422720-70422869', 'chr11:70422870-70423019', 'chr11:70423020-70423169', 'chr11:70423170-70423319', 'chr11:70423320-70423469', 'chr11:70423470-70423619', 'chr11:70423620-70423769', 'chr11:70423770-70423919', 'chr11:70423920-70424069', 'chr11:70424070-70424080']",H3K9me3,0.0,32.0
000000000000059_ENSG00000071082.10_RI:chr2:101002293:101002315-101002702:101002808:+_H3K9me3.txt,RI,358,37,19,4,0,0,0,1,0,13,1,"['chr2:101000565-101000714', 'chr2:101001015-101001164', 'chr2:101001315-101001464', 'chr2:101001465-101001614', 'chr2:101002515-101002664', 'chr2:101002665-101002814', 'chr2:101002815-101002964', 'chr2:101002965-101003114', 'chr2:101003115-101003264', 'chr2:101003265-101003414', 'chr2:101003415-101003564', 'chr2:101003565-101003714', 'chr2:101004165-101004314', 'chr2:101004315-101004464', 'chr2:101004465-101004614', 'chr2:101004615-101004764', 'chr2:101004765-101004914', 'chr2:101004915-101005064', 'chr2:101005065-101005202']",H3K9me3,0.0,18.0
000000000000377_ENSG00000146872.17_SE:chr17:62523177-62524236:62524331-62536170:+_H3K9me3.txt,SE,354,41,15,4,4,0,0,0,7,0,0,"['chr17:62521736-62521795', 'chr17:62521796-62521885', 'chr17:62522636-62522785', 'chr17:62522786-62522935', 'chr17:62523086-62523235', 'chr17:62523236-62523385', 'chr17:62523386-62523535', 'chr17:62523536-62523625', 'chr17:62524436-62524585', 'chr17:62524586-62524735', 'chr17:62524886-62525035', 'chr17:62525036-62525185', 'chr17:62525186-62525335', 'chr17:62525636-62525785', 'chr17:62526306-62526385']",H3K9me3,0.0,15.0
000000000000662_ENSG00000204463.12_SE:chr6:31639226-31639500:31639646-31640199:-_H3K9me3.txt,SE,358,36,5,4,0,0,0,0,0,1,0,"['chr6:31637000-31637149', 'chr6:31638560-31638649', 'chr6:31638650-31638799', 'chr6:31638800-31638949', 'chr6:31641950-31642099']",H3K9me3,0.0,5.0
000000000000195_ENSG00000112234.8_SE:chr6:98927822-98934762:98934879-98947806:-_H3K9me3.txt,SE,332,36,2,0,1,0,0,0,1,0,0,"['chr6:98933912-98934061', 'chr6:98937062-98937211']",H3K9me3,0.0,2.0
000000000000673_ENSG00000214960.9_SE:chr7:16308627-16376092:16376241-16406061:-_H3K9me3.txt,SE,86,38,11,0,6,1,0,1,3,0,0,"['chr7:16374042-16374191', 'chr7:16374192-16374341', 'chr7:16374342-16374491', 'chr7:16375542-16375691', 'chr7:16375692-16375841', 'chr7:16375842-16375991', 'chr7:16375992-16376141', 'chr7:16376142-16376291', 'chr7:16377192-16377341', 'chr7:16377642-16377791', 'chr7:16377792-16377941']",H3K9me3,0.0,11.0
000000000000136_ENSG00000104313.18_SE:chr8:71356511-71470858:71470931-71535744:-_H3K9me3.txt,SE,5,84,0,0,0,0,0,0,0,0,0,[],H3K9me3,0.0,0.0
000000000000634_ENSG00000196188.10_SE:chr1:206012406-206012508:206012649-206013772:-_H3K9me3.txt,SE,72,38,3,0,0,0,0,0,1,2,0,"['chr1:206013008-206013157', 'chr1:206014508-206014657', 'chr1:206014958-206015107']",H3K9me3,0.0,3.0
000000000000262_ENSG00000128567.16_SE:chr7:131509585-131510236:131510331-131510828:-_H3K9me3.txt,SE,98,37,3,1,0,1,0,1,0,0,0,"['chr7:131508036-131508185', 'chr7:131510136-131510285', 'chr7:131510286-131510435']",H3K9me3,0.0,3.0
000000000000559_ENSG00000174197.16_SE:chr15:41740203-41742546:41743172-41748637:+_H3K9me3.txt,SE,323,38,5,1,2,0,0,0,2,0,0,"['chr15:41740046-41740195', 'chr15:41740196-41740345', 'chr15:41741696-41741845', 'chr15:41743496-41743645', 'chr15:41744246-41744395']",H3K9me3,0.0,5.0
000000000000260_ENSG00000127954.12_SE:chr7:88281079-88282641:88283168-88283814:-_H3K9me3.txt,SE,108,38,3,0,2,0,0,0,0,0,1,"['chr7:88281191-88281340', 'chr7:88282241-88282390', 'chr7:88282691-88282840']",H3K9me3,0.0,2.0
000000000000672_ENSG00000214491.8_SE:chr22:30525109-30525350:30525519-30525611:-_H3K9me3.txt,SE,21,51,5,1,0,0,0,1,1,1,1,"['chr22:30523600-30523679', 'chr22:30525400-30525459', 'chr22:30525460-30525549', 'chr22:30525550-30525619', 'chr22:30527200-30527349']",H3K9me3,0.0,4.0
000000000000649_ENSG00000197961.11_SE:chr19:9569082-9584186:9584348-9584461:-_H3K9me3.txt,SE,327,35,6,0,3,0,0,1,1,1,0,"['chr19:9582736-9582885', 'chr19:9583486-9583635', 'chr19:9583786-9583935', 'chr19:9584236-9584385', 'chr19:9584386-9584535', 'chr19:9584536-9584685']",H3K9me3,0.0,6.0
000000000000631_ENSG00000188732.10_SE:chr7:23680283-23684499:23684672-23689269:+_H3K9me3.txt,SE,211,36,4,0,3,0,0,0,1,0,0,"['chr7:23682409-23682448', 'chr7:23682449-23682598', 'chr7:23683949-23684098', 'chr7:23684999-23685148']",H3K9me3,0.0,4.0
000000000000032_ENSG00000038532.15_SE:chr16:10971230-10972554:10972559-10972938:+_H3K9me3.txt,SE,340,34,14,2,6,0,0,0,1,5,0,"['chr16:10970204-10970353', 'chr16:10970804-10970953', 'chr16:10971254-10971403', 'chr16:10971404-10971553', 'chr16:10971704-10971853', 'chr16:10971854-10972003', 'chr16:10972004-10972153', 'chr16:10972304-10972453', 'chr16:10972904-10973053', 'chr16:10973054-10973203', 'chr16:10973204-10973353', 'chr16:10973654-10973803', 'chr16:10974104-10974253', 'chr16:10974404-10974553']",H3K9me3,0.0,14.0
000000000000034_ENSG00000042832.11_SE:chr8:132935864-132941351:132941542-132948776:+_H3K9me3.txt,SE,28,39,0,0,0,0,0,0,0,0,0,[],H3K9me3,0.0,0.0
000000000000677_ENSG00000239642.5_SE:chr5:131818863-131851264:131851383-131854754:-_H3K9me3.txt,SE,8,198,8,0,3,0,0,0,5,0,0,"['chr5:131850024-131850043', 'chr5:131850044-131850073', 'chr5:131850534-131850543', 'chr5:131853674-131853703', 'chr5:131853704-131853713', 'chr5:131853714-131853733', 'chr5:131853734-131853763', 'chr5:131853764-131853803']",H3K9me3,0.0,8.0
000000000000615_ENSG00000186628.12_SE:chr15:82769030-82769750:82769884-82772073:-_H3K9me3.txt,SE,7,82,4,0,1,0,0,0,3,0,0,"['chr15:82769010-82769049', 'chr15:82769950-82769999', 'chr15:82770000-82770039', 'chr15:82770040-82770059']",H3K9me3,0.0,4.0
000000000000678_ENSG00000239998.5_SE:chr19:54573912-54574076:54574111-54574301:+_H3K9me3.txt,SE,136,34,10,2,0,0,0,0,0,8,0,"['chr19:54572326-54572475', 'chr19:54572476-54572625', 'chr19:54574576-54574725', 'chr19:54574726-54574875', 'chr19:54574876-54575025', 'chr19:54575026-54575175', 'chr19:54575176-54575325', 'chr19:54575326-54575475', 'chr19:54575476-54575625', 'chr19:54575626-54575775']",H3K9me3,0.0,10.0
000000000000475_ENSG00000164077.14_SE:chr3:49910884-49911526:49912011-49913220:-_H3K9me3.txt,SE,249,37,7,3,2,0,0,0,1,0,1,"['chr3:49909026-49909175', 'chr3:49909326-49909475', 'chr3:49909926-49910075', 'chr3:49910826-49910975', 'chr3:49910976-49911125', 'chr3:49911726-49911875', 'chr3:49913076-49913225']",H3K9me3,0.0,6.0
000000000000366_ENSG00000145244.11_SE:chr4:47678054-47680141:47680251-47683731:-_H3K9me3.txt,SE,5,154,5,0,3,0,0,0,1,0,1,"['chr4:47678461-47678520', 'chr4:47679941-47679970', 'chr4:47679971-47679980', 'chr4:47680171-47680190', 'chr4:47680521-47680610']",H3K9me3,0.0,4.0
000000000000443_ENSG00000161010.14_RI:chr5:179837276:179837885-179840872:179840959:-_H3K9me3.txt,RI,271,56,5,2,1,0,0,0,0,1,1,"['chr5:179836055-179836134', 'chr5:179836585-179836734', 'chr5:179837185-179837334', 'chr5:179839285-179839434', 'chr5:179842285-179842434']",H3K9me3,0.0,4.0
000000000000355_ENSG00000143452.15_SE:chr1:150714121-150714615:150714678-150717138:-_H3K9me3.txt,SE,44,52,3,0,3,0,0,0,0,0,0,"['chr1:150714195-150714214', 'chr1:150714215-150714334', 'chr1:150714335-150714364']",H3K9me3,0.0,3.0
000000000000003_ENSG00000002746.14_SE:chr7:43112937-43114157:43114391-43243875:+_H3K9me3.txt,SE,21,43,3,1,0,0,0,0,2,0,0,"['chr7:43112557-43112706', 'chr7:43115107-43115256', 'chr7:43116607-43116686']",H3K9me3,0.0,3.0
000000000000465_ENSG00000163638.13_SE:chr3:64655691-64655792:64655875-64658502:-_H3K9me3.txt,SE,82,34,2,0,1,0,0,0,1,0,0,"['chr3:64655542-64655691', 'chr3:64657342-64657491']",H3K9me3,0.0,2.0
000000000000038_ENSG00000049540.16_SE:chr7:74065732-74065944:74065997-74066732:+_H3K9me3.txt,SE,108,40,17,6,1,1,0,1,3,5,0,"['chr7:74063444-74063593', 'chr7:74063594-74063743', 'chr7:74063744-74063893', 'chr7:74064644-74064793', 'chr7:74064944-74065093', 'chr7:74065244-74065393', 'chr7:74065694-74065843', 'chr7:74065844-74065993', 'chr7:74065994-74066143', 'chr7:74066144-74066293', 'chr7:74066294-74066443', 'chr7:74066594-74066743', 'chr7:74066744-74066893', 'chr7:74066894-74067043', 'chr7:74068094-74068243', 'chr7:74068244-74068393', 'chr7:74068394-74068497']",H3K9me3,0.0,17.0
000000000000134_ENSG00000104177.17_SE:chr15:48149371-48151100:48151171-48151473:-_H3K9me3.txt,SE,163,34,5,1,3,0,0,0,0,1,0,"['chr15:48149200-48149349', 'chr15:48149500-48149649', 'chr15:48149950-48150099', 'chr15:48150100-48150249', 'chr15:48153400-48153549']",H3K9me3,0.0,5.0
000000000000519_ENSG00000168309.17_RI:chr3:58565461:58566695-58567208:58567364:-_H3K9me3.txt,RI,41,45,1,1,0,0,0,0,0,0,0,['chr3:58564195-58564344'],H3K9me3,0.0,1.0
000000000000227_ENSG00000120889.12_RI:chr8:23028331:23028441-23028529:23028602:-_H3K9me3.txt,RI,332,34,4,0,1,1,0,1,0,1,0,"['chr8:23028191-23028340', 'chr8:23028341-23028490', 'chr8:23028491-23028640', 'chr8:23030591-23030740']",H3K9me3,0.0,4.0
000000000000535_ENSG00000170100.13_SE:chr16:89223283-89224719:89224802-89225555:+_H3K9me3.txt,SE,203,34,17,0,4,1,0,1,5,6,0,"['chr16:89223569-89223718', 'chr16:89223719-89223868', 'chr16:89224019-89224168', 'chr16:89224169-89224318', 'chr16:89224619-89224768', 'chr16:89224769-89224918', 'chr16:89224919-89225068', 'chr16:89225069-89225218', 'chr16:89225219-89225368', 'chr16:89225369-89225518', 'chr16:89225519-89225668', 'chr16:89225669-89225818', 'chr16:89225819-89225968', 'chr16:89226419-89226568', 'chr16:89226569-89226718', 'chr16:89226719-89226868', 'chr16:89226869-89227018']",H3K9me3,0.0,17.0
000000000000308_ENSG00000137486.16_SE:chr11:75268959-75271701:75271724-75272895:-_H3K9me3.txt,SE,311,34,24,0,12,0,1,0,6,5,0,"['chr11:75269351-75269500', 'chr11:75269501-75269650', 'chr11:75269651-75269800', 'chr11:75269801-75269950', 'chr11:75269951-75270100', 'chr11:75270101-75270250', 'chr11:75270251-75270400', 'chr11:75270401-75270550', 'chr11:75271001-75271150', 'chr11:75271151-75271300', 'chr11:75271301-75271450', 'chr11:75271451-75271600', 'chr11:75271601-75271750', 'chr11:75271751-75271900', 'chr11:75271901-75272050', 'chr11:75272051-75272200', 'chr11:75272201-75272350', 'chr11:75272351-75272500', 'chr11:75272501-75272650', 'chr11:75272951-75273100', 'chr11:75273101-75273250', 'chr11:75273851-75274000', 'chr11:75274001-75274150', 'chr11:75274151-75274224']",H3K9me3,0.0,24.0
000000000000401_ENSG00000151575.14_SE:chr15:56412436-56427605:56427739-56428367:+_H3K9me3.txt,SE,154,36,6,0,5,0,0,0,1,0,0,"['chr15:56426155-56426304', 'chr15:56426305-56426454', 'chr15:56426455-56426544', 'chr15:56426905-56427054', 'chr15:56427055-56427204', 'chr15:56428255-56428404']",H3K9me3,0.0,6.0
000000000000429_ENSG00000157388.16_SE:chr3:53718388-53718682:53718741-53719755:+_H3K9me3.txt,SE,49,38,1,1,0,0,0,0,0,0,0,['chr3:53716182-53716331'],H3K9me3,0.0,1.0
000000000000061_ENSG00000074219.13_SE:chr19:49355419-49355959:49355970-49357252:-_H3K9me3.txt,SE,161,35,3,0,1,0,0,0,0,2,0,"['chr19:49355409-49355558', 'chr19:49357359-49357508', 'chr19:49357509-49357658']",H3K9me3,0.0,3.0
000000000000212_ENSG00000116786.12_SE:chr1:15719920-15721329:15721388-15725317:+_H3K9me3.txt,SE,357,36,18,5,6,0,0,1,6,0,0,"['chr1:15718979-15719128', 'chr1:15719129-15719188', 'chr1:15719189-15719278', 'chr1:15719579-15719728', 'chr1:15719729-15719878', 'chr1:15719879-15720028', 'chr1:15720179-15720328', 'chr1:15720329-15720478', 'chr1:15720479-15720628', 'chr1:15720779-15720928', 'chr1:15720929-15721078', 'chr1:15721379-15721528', 'chr1:15721529-15721678', 'chr1:15721679-15721828', 'chr1:15722879-15723028', 'chr1:15723179-15723328', 'chr1:15723329-15723478', 'chr1:15723779-15723888']",H3K9me3,0.0,18.0
000000000000074_ENSG00000082269.16_RI:chr6:70524931:70525191-70525864:70526698:+_H3K9me3.txt,RI,147,38,8,0,1,1,0,1,3,1,1,"['chr6:70524941-70525090', 'chr6:70525091-70525240', 'chr6:70525691-70525840', 'chr6:70525841-70525990', 'chr6:70526141-70526290', 'chr6:70526291-70526440', 'chr6:70526441-70526590', 'chr6:70527191-70527340']",H3K9me3,0.0,7.0
000000000000572_ENSG00000176049.15_SE:chr5:147661445-147671678:147671954-147782456:-_H3K9me3.txt,SE,92,36,0,0,0,0,0,0,0,0,0,[],H3K9me3,0.0,0.0
000000000000015_ENSG00000008441.16_SE:chr19:13075671-13078613:13078735-13081680:+_H3K9me3.txt,SE,207,36,15,0,9,0,0,0,6,0,0,"['chr19:13076413-13076562', 'chr19:13076563-13076712', 'chr19:13076713-13076862', 'chr19:13076863-13077012', 'chr19:13077013-13077162', 'chr19:13077163-13077312', 'chr19:13077913-13078062', 'chr19:13078213-13078362', 'chr19:13078363-13078512', 'chr19:13079113-13079262', 'chr19:13079263-13079412', 'chr19:13079863-13080012', 'chr19:13080313-13080462', 'chr19:13080463-13080612', 'chr19:13080613-13080762']",H3K9me3,0.0,15.0
000000000000302_ENSG00000136155.16_SE:chr13:77591460-77593514:77593573-77597545:+_H3K9me3.txt,SE,47,39,5,1,2,0,0,0,2,0,0,"['chr13:77591164-77591313', 'chr13:77591464-77591613', 'chr13:77591764-77591913', 'chr13:77593864-77593923', 'chr13:77595964-77596073']",H3K9me3,0.0,5.0
000000000000568_ENSG00000175329.12_RI:chr22:35066136:35066462-35066752:35067316:+_H3K9me3.txt,RI,37,44,10,1,0,0,0,0,2,7,0,"['chr22:35064412-35064441', 'chr22:35066812-35066961', 'chr22:35067112-35067261', 'chr22:35067412-35067561', 'chr22:35067562-35067711', 'chr22:35067712-35067761', 'chr22:35067762-35067861', 'chr22:35068162-35068311', 'chr22:35068462-35068611', 'chr22:35068762-35068911']",H3K9me3,0.0,10.0
000000000000397_ENSG00000151131.10_SE:chr12:104988253-104991712:104991848-104994478:+_H3K9me3.txt,SE,322,35,2,0,1,0,0,0,1,0,0,"['chr12:104989962-104990111', 'chr12:104992962-104993111']",H3K9me3,0.0,2.0
000000000000132_ENSG00000104055.15_SE:chr15:43256686-43260052:43260297-43260400:-_H3K9me3.txt,SE,11,67,1,0,1,0,0,0,0,0,0,['chr15:43257552-43257651'],H3K9me3,0.0,1.0
000000000000089_ENSG00000090686.15_SE:chr1:21690099-21695066:21695221-21701498:-_H3K9me3.txt,SE,355,36,4,0,1,0,0,0,3,0,0,"['chr1:21693166-21693315', 'chr1:21695866-21696015', 'chr1:21696316-21696465', 'chr1:21697066-21697215']",H3K9me3,0.0,4.0
000000000000146_ENSG00000105426.16_SE:chr19:5225844-5229316:5229342-5229491:-_H3K9me3.txt,SE,146,36,11,0,1,0,0,0,0,10,0,"['chr19:5226966-5227115', 'chr19:5230266-5230415', 'chr19:5230866-5231015', 'chr19:5231016-5231165', 'chr19:5231166-5231315', 'chr19:5231316-5231465', 'chr19:5231466-5231565', 'chr19:5231566-5231615', 'chr19:5231616-5231705', 'chr19:5231706-5231765', 'chr19:5231766-5231842']",H3K9me3,0.0,11.0
000000000000219_ENSG00000119397.16_SE:chr9:121075067-121080306:121080478-121088296:+_H3K9me3.txt,SE,202,35,5,0,4,0,0,0,1,0,0,"['chr9:121077806-121077955', 'chr9:121078256-121078405', 'chr9:121078406-121078555', 'chr9:121079906-121080055', 'chr9:121082606-121082755']",H3K9me3,0.0,5.0
000000000000123_ENSG00000103148.15_SE:chr16:112775-117301:117375-119126:-_H3K9me3.txt,SE,243,35,2,0,2,0,0,0,0,0,0,"['chr16:115251-115280', 'chr16:115701-115850']",H3K9me3,0.0,2.0
000000000000391_ENSG00000148948.7_SE:chr11:40648278-40933635:40933723-41459431:-_H3K9me3.txt,SE,21,39,2,0,0,0,0,0,2,0,0,"['chr11:40936005-40936084', 'chr11:40936085-40936223']",H3K9me3,0.0,2.0
000000000000056_ENSG00000069424.14_SE:chr1:6040645-6041831:6041872-6072755:+_H3K9me3.txt,SE,294,34,1,0,0,0,0,0,1,0,0,['chr1:6044131-6044280'],H3K9me3,0.0,1.0
000000000000082_ENSG00000088367.21_SE:chr20:36198041-36209488:36209898-36212272:+_H3K9me3.txt,SE,186,37,12,0,5,0,0,0,6,0,1,"['chr20:36207138-36207287', 'chr20:36207888-36208037', 'chr20:36208038-36208187', 'chr20:36208188-36208337', 'chr20:36209088-36209237', 'chr20:36209538-36209687', 'chr20:36210138-36210287', 'chr20:36210588-36210737', 'chr20:36210738-36210887', 'chr20:36211638-36211787', 'chr20:36211788-36211937', 'chr20:36212088-36212237']",H3K9me3,0.0,11.0
000000000000495_ENSG00000166035.10_SE:chr15:58538517-58541785:58541967-58542534:+_H3K9me3.txt,SE,35,36,7,0,0,0,0,1,4,2,0,"['chr15:58541835-58541984', 'chr15:58541985-58542134', 'chr15:58542135-58542284', 'chr15:58542285-58542434', 'chr15:58542435-58542514', 'chr15:58542585-58542734', 'chr15:58542735-58542884']",H3K9me3,0.0,7.0
000000000000630_ENSG00000188649.13_SE:chr10:96000213-96000795:96000827-96004152:+_H3K9me3.txt,SE,4,100,1,0,1,0,0,0,0,0,0,['chr10:96000325-96000334'],H3K9me3,0.0,1.0
000000000000270_ENSG00000131018.22_SE:chr6:152143765-152145487:152145555-152148045:-_H3K9me3.txt,SE,288,34,12,3,4,0,0,1,4,0,0,"['chr6:152143287-152143436', 'chr6:152143437-152143586', 'chr6:152143587-152143736', 'chr6:152143737-152143886', 'chr6:152143887-152144036', 'chr6:152144037-152144186', 'chr6:152145087-152145236', 'chr6:152145537-152145686', 'chr6:152145687-152145836', 'chr6:152146887-152147036', 'chr6:152147037-152147186', 'chr6:152147487-152147636']",H3K9me3,0.0,12.0
000000000000488_ENSG00000165506.14_SE:chr14:49626048-49628012:49628155-49633287:-_H3K9me3.txt,SE,299,35,5,2,1,1,0,1,0,0,0,"['chr14:49625512-49625661', 'chr14:49625662-49625811', 'chr14:49627012-49627161', 'chr14:49627912-49628061', 'chr14:49628062-49628211']",H3K9me3,0.0,5.0
000000000000098_ENSG00000093134.14_RI:chr6:132722926:132723054-132723734:132723907:-_H3K9me3.txt,RI,68,39,4,3,0,0,0,0,0,0,1,"['chr6:132720554-132720703', 'chr6:132721604-132721753', 'chr6:132722054-132722203', 'chr6:132723554-132723593']",H3K9me3,0.0,3.0
000000000000466_ENSG00000163697.16_SE:chr4:40934699-40935077:40935139-40944865:-_H3K9me3.txt,SE,189,35,17,5,0,1,0,1,10,0,0,"['chr4:40932577-40932726', 'chr4:40933177-40933326', 'chr4:40934227-40934376', 'chr4:40934377-40934526', 'chr4:40934527-40934676', 'chr4:40934977-40935126', 'chr4:40935127-40935216', 'chr4:40935217-40935276', 'chr4:40935277-40935426', 'chr4:40935577-40935726', 'chr4:40935727-40935876', 'chr4:40936627-40936776', 'chr4:40936777-40936926', 'chr4:40937077-40937226', 'chr4:40937227-40937376', 'chr4:40937377-40937526', 'chr4:40937527-40937639']",H3K9me3,0.0,17.0
000000000000687_ENSG00000275052.4_SE:chr2:55568363-55573619:55573777-55577315:-_H3K9me3.txt,SE,358,35,13,0,5,0,0,0,8,0,0,"['chr2:55571119-55571268', 'chr2:55571269-55571418', 'chr2:55571569-55571718', 'chr2:55571719-55571868', 'chr2:55571869-55572018', 'chr2:55573969-55574118', 'chr2:55574119-55574268', 'chr2:55574569-55574718', 'chr2:55574719-55574868', 'chr2:55574869-55575018', 'chr2:55575469-55575618', 'chr2:55575619-55575768', 'chr2:55576069-55576218']",H3K9me3,0.0,13.0
000000000000024_ENSG00000023171.17_SE:chr11:123614835-123618345:123618356-123618693:+_H3K9me3.txt,SE,192,34,2,0,0,0,0,0,0,2,0,"['chr11:123620045-123620194', 'chr11:123620345-123620494']",H3K9me3,0.0,2.0
000000000000618_ENSG00000187583.10_RI:chr1:970686:970758-970879:971006:+_H3K9me3.txt,RI,51,44,1,0,0,0,0,0,0,1,0,['chr1:973358-973379'],H3K9me3,0.0,1.0
000000000000279_ENSG00000132749.10_SE:chr11:68738788-68742318:68742394-68744991:-_H3K9me3.txt,SE,92,36,0,0,0,0,0,0,0,0,0,[],H3K9me3,0.0,0.0
000000000000390_ENSG00000148926.9_RI:chr11:10305680:10305798-10305949:10306098:+_H3K9me3.txt,RI,235,35,13,8,1,1,0,1,0,2,0,"['chr11:10303448-10303597', 'chr11:10303598-10303747', 'chr11:10303748-10303897', 'chr11:10304048-10304197', 'chr11:10304198-10304347', 'chr11:10304498-10304647', 'chr11:10305248-10305397', 'chr11:10305398-10305547', 'chr11:10305548-10305697', 'chr11:10305698-10305847', 'chr11:10305848-10305997', 'chr11:10307798-10307947', 'chr11:10308098-10308247']",H3K9me3,0.0,13.0
